HUC12,NAME,Amphibian_summed_Composite_Index_score,Amphibian_standardized_Composite_Index_score__0_1_,Amphibian_Quantile_rank,Bird_summed_Composite_Index_score,Bird_standardized_Composite_Index_score__0_1_,Bird_Quantile_rank,Mammal_summed_Composite_Index_score,Mammal_standardized_Composite_Index_score__0_1_,Mammal_Quantile_rank,Reptile_summed_Composite_Index_score,Reptile_standardized_Composite_Index_score__0_1_,Reptile_Quantile_rank,Macrorefugua_summed_Composite_Index_score,Macrorefugia_standardized_Composite_Index_score__0_1_,Macrorefugia_Quantile_rank
140801011803,Rawhide Canyon,-0.390000000000000,0.080000000000000,1,-0.100000000000000,0.250000000000000,3,-0.430000000000000,0.160000000000000,2,-0.640000000000000,0.070000000000000,1,0.140000000000000,0.620000000000000,3
140801041001,Cox Canyon,-0.520000000000000,0.060000000000000,1,-0.200000000000000,0.230000000000000,2,-0.030000000000000,0.250000000000000,3,-0.710000000000000,0.060000000000000,1,0.160000000000000,0.630000000000000,4
110200100305,Colorow Canyon,-0.140000000000000,0.110000000000000,3,0.290000000000000,0.340000000000000,4,0.200000000000000,0.300000000000000,4,-0.700000000000000,0.060000000000000,1,0.000000000000000,0.000000000000000,1
110200100306,Middle Long Canyon,999.000000000000000,999.000000000000000,999,999.000000000000000,999.000000000000000,999,999.000000000000000,999.000000000000000,999,999.000000000000000,999.000000000000000,999,999.000000000000000,999.000000000000000,999
140801050301,Barker Arroyo,-0.400000000000000,0.080000000000000,1,-0.110000000000000,0.250000000000000,3,0.070000000000000,0.270000000000000,4,-0.590000000000000,0.070000000000000,1,-0.190000000000000,0.540000000000000,2
140801050202,McDermott Arroyo,-0.640000000000000,0.040000000000000,1,-0.270000000000000,0.210000000000000,2,-0.840000000000000,0.060000000000000,1,-0.700000000000000,0.060000000000000,1,0.100000000000000,0.610000000000000,3
140801050203,Jaquez Arroyo-McDermott Arroyo,-0.450000000000000,0.070000000000000,1,-0.380000000000000,0.190000000000000,2,-0.140000000000000,0.220000000000000,3,-0.480000000000000,0.090000000000000,1,-0.060000000000000,0.580000000000000,3
140801050205,Murphy Arroyo-La Plata River,-0.530000000000000,0.060000000000000,1,-0.410000000000000,0.180000000000000,2,-0.100000000000000,0.230000000000000,3,-0.420000000000000,0.100000000000000,1,-0.210000000000000,0.540000000000000,2
110200100202,McWilliams Canyon,-0.320000000000000,0.090000000000000,2,0.190000000000000,0.320000000000000,4,-0.090000000000000,0.240000000000000,3,-0.660000000000000,0.060000000000000,1,0.980000000000000,0.820000000000000,5
110200101503,Upper Bachicha Creek,-0.390000000000000,0.080000000000000,1,-0.190000000000000,0.230000000000000,2,0.180000000000000,0.300000000000000,4,-0.360000000000000,0.110000000000000,2,0.000000000000000,0.000000000000000,1
140801050902,Upper Red Wash,-0.460000000000000,0.070000000000000,1,-0.120000000000000,0.250000000000000,3,-0.070000000000000,0.240000000000000,3,-0.580000000000000,0.080000000000000,1,0.300000000000000,0.660000000000000,4
140801050905,Horse Mesa Wash,0.850000000000000,0.240000000000000,5,0.040000000000000,0.280000000000000,4,-0.070000000000000,0.240000000000000,3,0.300000000000000,0.210000000000000,4,0.000000000000000,0.000000000000000,1
140801050906,Blackrock Wash,-0.260000000000000,0.090000000000000,2,-0.320000000000000,0.200000000000000,2,-0.210000000000000,0.210000000000000,3,-0.370000000000000,0.110000000000000,2,0.460000000000000,0.700000000000000,5
140801050908,Cottonwood Wash,-0.290000000000000,0.090000000000000,2,-0.070000000000000,0.260000000000000,3,0.090000000000000,0.280000000000000,4,-0.660000000000000,0.060000000000000,1,0.500000000000000,0.700000000000000,5
140801050909,First Gray Wash,-0.450000000000000,0.070000000000000,1,-0.350000000000000,0.200000000000000,2,0.100000000000000,0.280000000000000,4,-0.480000000000000,0.090000000000000,1,0.710000000000000,0.750000000000000,5
140801051002,Beclabito Wash,-0.300000000000000,0.090000000000000,2,-0.430000000000000,0.180000000000000,2,0.190000000000000,0.300000000000000,4,-0.160000000000000,0.140000000000000,2,0.750000000000000,0.760000000000000,5
140801051004,Shoe Game Wash,-0.310000000000000,0.090000000000000,2,-0.640000000000000,0.130000000000000,1,0.190000000000000,0.300000000000000,4,0.010000000000000,0.160000000000000,3,0.710000000000000,0.750000000000000,5
140801051005,Salt Wash-San Juan River,-0.060000000000000,0.120000000000000,3,-0.390000000000000,0.190000000000000,2,0.380000000000000,0.340000000000000,4,-0.050000000000000,0.150000000000000,3,0.540000000000000,0.710000000000000,5
140801061701,Upper Sanostee Wash,-0.140000000000000,0.110000000000000,3,0.600000000000000,0.410000000000000,5,0.550000000000000,0.380000000000000,5,-0.720000000000000,0.050000000000000,1,0.040000000000000,0.600000000000000,3
140802040101,Prarie Dog Valley,0.270000000000000,0.170000000000000,4,0.340000000000000,0.350000000000000,4,0.200000000000000,0.300000000000000,4,-0.440000000000000,0.100000000000000,1,-0.340000000000000,0.510000000000000,2
140802040102,Upper Wheatfields Creek,0.330000000000000,0.170000000000000,5,0.680000000000000,0.430000000000000,5,0.420000000000000,0.350000000000000,5,-0.440000000000000,0.100000000000000,1,-0.450000000000000,0.480000000000000,1
140802040202,Star Peak Springs,0.250000000000000,0.160000000000000,4,0.090000000000000,0.290000000000000,4,-0.090000000000000,0.230000000000000,3,0.030000000000000,0.170000000000000,3,-0.370000000000000,0.500000000000000,1
140802040204,Crystal Wash,0.150000000000000,0.150000000000000,4,0.440000000000000,0.370000000000000,5,0.230000000000000,0.310000000000000,4,-0.400000000000000,0.100000000000000,1,-0.290000000000000,0.520000000000000,2
140802040206,Whiskey Creek (Local Drainage),0.310000000000000,0.170000000000000,5,0.620000000000000,0.410000000000000,5,0.500000000000000,0.370000000000000,5,-0.430000000000000,0.100000000000000,1,-0.450000000000000,0.480000000000000,1
140802040401,Tsaile Creek-Tsaile Lake,999.000000000000000,999.000000000000000,999,999.000000000000000,999.000000000000000,999,999.000000000000000,999.000000000000000,999,999.000000000000000,999.000000000000000,999,999.000000000000000,999.000000000000000,999
150200010302,Canovas Creek-Coyote Creek,0.030000000000000,0.130000000000000,3,0.350000000000000,0.350000000000000,4,0.060000000000000,0.270000000000000,4,-0.320000000000000,0.110000000000000,2,1.040000000000000,0.830000000000000,5
